id,title,content,URL,title_translation,content_translation
58,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"Nnkan bii mili?nu marun eeyan nil? Yuroopu lo ti gba ab?r? naaa ti Oxford-AstraZeneca ?e, ?ugb?n nnkan bii ?gb?n eeyan lo n pariwo ?j? didi.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,"About five million people in Europe have received the Oxford-AstraZeneca vaccine, but around thirty people have reported blood clots."
59,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"Ni Naijiria, bo til? j? pe Aar?, igbakeji r?, aw?n gomina kan, aw?n alaba?i?? w?n ataw?n l?bal?ba kan ti gba ab?r? naa, ?p? ara ilu lo n s? pe aw?n ko tii ?etan lati gba ab?r? ti w?n ayafi ti w?n ba ri ?ri aridaju pe ab?r? naa ko mu ewu l?w?.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,"In Nigeria, though the President, his deputy, some governors and officials have taken the vaccine, many people say they are not yet ready to take it unless they see definitive proof it is safe."
60,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,Idi ree ti ilee?? to n ri si eto ilera alab?de ?e s? ninu atejade kan pe abala ab?r? Oxford-AstraZeneca ti Naijiria gba kii ?e eyii to ni k?nunk?h? ninu.,https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,The agency overseeing primary healthcare said the batch Nigeria received is not the one implicated in the concerns.
61,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"Alukoro ilee?? ?hun, Mohammad Ohitoto s? pe aw?n to ti gba ab?r? naa ni Naijiria ko ?afihan ami pe o mu ewu l?w?.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,"The agency's spokesman, Mohammad Ohitoto, said those who have taken the vaccine in Nigeria have not shown signs that it is harmful."
62,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"Ati pe aw?n oril?-ede bii Spain ati United Kingdom ni aw?n n t?le, l?yin ti w?n gbe o?uba kare fun ab?r? naa.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,Countries like Spain and the United Kingdom are continuing with their vaccination programmes after temporary pauses.
63,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Ni ìb??r?? o?ù yìí, àj? eleto ìlera ni agbaye, (WHO) kede àrùn náà g??g?? bíi àrùn to nilo amojuto pajawiri yika agbaye.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,Earlier this month WHO declared the disease a public health emergency of international concern.
64,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Kokoro aifojuri tuntun kan, ti w?n pe ni Clade 1b, ti ?w?ja r? buru pup? to n j? jade lati ara àrùn Mpox, si lo fa ak?tun àrùn Mpox yìí.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"A new variant called Clade 1b, whose strain is particularly severe, has driven the current Mpox wave."
65,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àj? WHO si ti fi ?w? idaniloju s?ya pe oun yoo ri daju pe aw?n ab??r?? àj?sára de àw?n àgbègbè to nilo w?n, l??nà ati tètè wa ?w?ja itankal? àrùn náà b?l?.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,WHO has assured it will work to ensure vaccines reach the areas that need them promptly and in ways that control the outbreak.
66,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àm?? kí ni a m? nípa ab??r?? àj?sára fún àrùn Mpox, àti pé, iruf? àw?n èèyàn wo lo y? ko gba ab??r?? àj?sára náà?",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"But what do we know about Mpox vaccines, and which groups should receive them?"
67,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àj? WHO daba ab??r?? àj?sára  MVA-BN tàbí LC16, àbí ACAM2000 nigba ti aw?n ab??r?? àj?sára yoku ko ti si ni ar?w?to.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"WHO recommends vaccines such as MVA-BN or LC16, or ACAM2000 where other vaccines are not available."
68,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àjáàbal?? ìròyìn BBC News Yorùbá lórí WhatsApp r? Darap?? m?? wa nibì End of podcast promotion Ni ìb??r?? o?ù yìí, àj? náà ?e agbende lilo ab??r?? àj?sára fún it?ju pajawiri fún àrùn Mpox kò le ?e iranw? fun àw?n oríl??ede tí owó to n w?le sapo w?n kere j?j?, ti w?n ko tii font? lu lilo ab??r?? àj?sára náà, le ni anfaani si w?n.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"At the start of this month WHO said emergency use of vaccines for Mpox may not help poorer countries that have not yet authorized the vaccines, who could still benefit."
69,?é ab??r?? àj?sára wà fún àrùn Mpox?,Pinpin àw?n oríl??ede sì i??ri-i??ri yìí túm?? sí pe aw?n àj? bíi Unicef àti Gavi le e kóra j? láti pín àw?n ab??r?? àj?sára náà.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"At the start of this month WHO said emergency use of vaccines for Mpox may not help poorer countries that have not yet authorized the vaccines, who could still benefit."
70,?é ab??r?? àj?sára wà fún àrùn Mpox?,Àj? WHO ko máa daba igbes? gbigba ab??r?? àj?sára fún ?g??r? eeyan.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,Grouping countries by risk means organizations like UNICEF and Gavi can coordinate to share vaccine doses.
71,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àm?? o n daba pe ab??r?? àj?sára yìí lee dojú k? àw?n ènìyàn to wa ninu ewu pe o seese ki w?n tete lugbadi arun naa, àw?n ènìyàn tó ti fara kinra p?lu àw?n alárùn Mpox àti àw?n olùgbé agbegbe ti àrùn náà tí b? sil?.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,WHO will not recommend mass vaccination of entire populations.
72,?é ab??r?? àj?sára wà fún àrùn Mpox?,Bákan náà ni àj? WHO ni ?ni kan le gba ab??r?? àj?sára náà tí àj? to ? ?e akoso eto ìlera r? ba ri pe ?ni náà wa ninu ewu pe o le ko àrùn náà torí ìlànà irinajo to f?? rìn.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"However, it suggests the vaccine could protect people at high risk of exposure, those with contact to Mpox patients, and residents of affected communities."
73,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Ni ??s?? to k?já, àj? to ? dènà itankal? àrùn àti akoso r? nil? Yúróòpù, (the European Centre for Disease Prevention and Control, ECDC) daba pe káw?n arìnrìn-àjò ni lérò láti gba ab??r?? àj?sára tí w?n ba n gbèrò láti wa sáw?n agbegbe ti àrùn ?hun wa nil? Áfíríkà.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"WHO also says a person can be vaccinated if their country's health authority deems them at risk because of planned travel."""
74,?é ab??r?? àj?sára wà fún àrùn Mpox?,Àw?n ènìyàn tó ti gba ab??r?? àj?sára náà s??yìn kan nílò láti gba  ???ti ab??r?? kan ?o?o kún èyí tí wó?n ti gbà dípò kí w?n gba ???ti ab??r?? méjì.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"Last week the ECDC advised that travellers consider vaccination if they plan to visit areas in Africa where Mpox is present."""
75,?é ab??r?? àj?sára wà fún àrùn Mpox?,Àfikún ab??r?? àj?sára yìí ni wón máa ? daba r? láàárín ?dún méjì si m?wa ti enikan ba seese ko wa ninu ewu kiko àrùn náà.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"People who previously received the vaccine may only need a single booster shot rather than two doses."""
76,?é ab??r?? àj?sára wà fún àrùn Mpox?,Kokoro aifojuri kan to j? m?l?bi àrùn ??yi (Smallpox) lo n fa àrùn Mpox.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"A booster dose is typically recommended between two and ten years if someone remains at risk of infection."""
77,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Ab??r?? àj?sára to ? dènà àrùn ??yi, táw?n àgbàlagbà kan tí gba sé?yìn, naa le ?ètò idaabo bo.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"Mpox is caused by a virus in the same family as smallpox."""
78,?é ab??r?? àj?sára wà fún àrùn Mpox?,Àj? WHO kedere pé w?n tí wa ?w?ja arun ?yi b?l? l?dun 1980 (àrùn to n tan kal? kan ?o?o tí w?n tí fún ní ipò yìí) tí w?n sì ti d?kùn fífún àw?n ènìyàn ní ab??r?? àj?sára yìí o le ni ogójì ?dún sé?yìn.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"The smallpox vaccine, which some older adults received in the past, can provide some level of protection."""
79,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Oríl?? èdè DRC àti Nàìjíríà yóò b??r?? gbigba ab??r?? àj?sára náà l?s? to n b?, ti oríl?? èdè DRC yóò sì máa lo ab??r?? àj?sára láti il? Am??ríkà àti Japan, tí Naijiria yóò sì gba ab??r?? àj?sára ti?? láti oríl?? èdè Amé?ríkà.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"WHO reminded that smallpox was eradicated in 1980 and routine smallpox vaccination ended around forty years ago."""
80,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Minisita feto ìlera ni oríl??ede Democratic Republic of Congo, Roger Kamba, ní àw?n ?m?dé ni yóò k??k?? gba ab??r?? àj?sára náà nítorí ?w?ja itankal? àrùn Mpox láàárín àw?n ?m?dé tó wà ní ?m? ?dún m??dogun wa si ìsàl?? tí ga pup?.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"The DRC and Nigeria will begin receiving vaccine shipments next week; DRC will use doses from the US while Japan will provide about three million doses as backup."""
81,?é ab??r?? àj?sára wà fún àrùn Mpox?,Ibùdó tó ? dènà itankal? àrùn àti akoso r? nil? Áfíríkà ti ní òun ti ?e àdéhùn p?lu ileis? kan nil? Denmark ti w?n n pe ni Bavarian Nordic lati lo àw?n im? ??r? ìgbàlódé r? fi ?e àw?n ab??r?? àj?sára fún il? Áfíríkà.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"DRC Health Minister Roger Kamba said children will be prioritized because transmission among children under 15 is high."""
82,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àj? WHO s? fún àw?n ilees? to ? pèsè oogun laip? yìí pe ki w?n sagbekal? àw?n ab??r?? àj?sára tí w?n pèsè fún ìlò pajawiri, kódà, bí w?n kò bá tíì fi ont? lu àw?n ab??r?? àj?sára náà fún lilo.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"The African outbreak prevention centre has made an agreement with Danish company Bavarian Nordic to use its vaccine technology for Africa."""
83,?é ab??r?? àj?sára wà fún àrùn Mpox?,Oríl??ede Nàìjíríà ni òun ? reti láti t?w? gba ?gbè?rún mé?wàá i??ri àk??k?? ab??r?? àj?sára láti ??d?? ìj?ba il?? Am??ríkà l??j?? Is?gun.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"WHO has advised vaccine manufacturers to set aside doses for emergency use even if those vaccines are not yet fully authorized."""
84,?é ab??r?? àj?sára wà fún àrùn Mpox?,Oríl?? èdè Democratic Republic of Congo ni ij?ba il?? Am??ríkà tí ?èlérí láti fún òun ní ?gbè?rún l??nà àádó?ta ab??r?? àj?sára náà nígbà tí il? Japan ni òun yóò gbé ab??r?? àj?sára to to mili?nu m?ta àti aab? sil?.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,The US pledged to supply the DRC with tens of thousands of doses while Japan will send around three million doses as backup.
85,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àj? WHO ni ab??r?? àj?sára fún àrùn Mpox ""? pèsè ipele aabo kan láti dènà kiko àrùn náà àti àrùn to burú gidi."" ?áájú nínú ??s?? yìí, Olùdarí ?kùn fún àj? WHO nil? Yúróòpù, Dókítà Hans Kluge, ní àrùn Mpox kii ""?e àrùn Covid-19 tuntun"" - lai naani kòkòrò aifojuri tuntun to j?y? lati ara àrùn náà - nítorí àrùn náà ?e e ?e akoso láti ipas? igbes? ìlera aráàlú tí kò ní iyapa - igbes? ìlera àti nini anfaani sí gbigba ab??r?? àj?sára.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,WHO advises vaccinated people to remain cautious and avoid spreading the disease because it can take many weeks after vaccination to develop protection.
86,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Àj? WHO wa gba àw?n ènìyàn tó ti gba ab??r?? àj?sára fún àrùn Mpox ní ìmò?ràn láti ??ra?e, kí w?n yàgò fún kiko àrùn naa tàbí ?e itankal? r?, nítorí ó máa ? gba to ?p?l?p? ??s?? kí w?n to ni àj?sára láti dènà kiko àrùn náà l??yìn tí wó?n bá gba ab??r?? tán.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,The two organizations allowed people who have received the free memory of the MPOX.
87,?é ab??r?? àj?sára wà fún àrùn Mpox?,Ab??r?? àj?sára náà sì lè ma sis? lára èèyàn dí??.,https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"The vaccine may not work for some people."""
88,?é ab??r?? àj?sára wà fún àrùn Mpox?,"Ti w?n ba ti?? kò àrùn Mpox l??yìn tí wó?n ti gba ab??r?? àj?sára, síb?? ab??r?? naa yoo si pèsè ààbò tako ?w?ja arun naa to burú pup? àti wíwà lórí ibùsùn nílé ìwòsàn.",https://www.bbc.com/yoruba/articles/cdey311d8ypo,Is there a vaccine for Mpox?,"If someone gets Mpox after vaccination, the vaccine should still provide protection against severe disease and hospitalization."""
89,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Ikil? lori aisan mpox, eyi ti w?n n pe ni Monkeypox t?l?, b? si ipele tuntun to ?e pataki ninu gbigbe ogun ti il? Afrika.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"Warning about Mpox (formerly called monkeypox) has reached a new critical level in Africa's public health response."""
90,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,Igbim? aw?n amoye ?e atil?yin ipinnu naa.,https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"A panel of experts supported the decision."""
91,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Aisan naa ti n  tan kaakiri  oril?ede Democratic Republic of Congo, ti aw?n amoye si n s? pe aisan naa j? to lewu ju ti w?n ti rii.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"The disease is spreading across the DRC and experts say this outbreak is more severe than previously seen."""
92,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Ajakale ni aw?n apakan ti iw?-oorun ati aringbungbun Afirika, lo ti n peleke si ni il? Adulaw? fun ?p? ?dun.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"Outbreaks in parts of West and Central Africa have been intensifying in the region for many years."""
93,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"“Eyi kii ?e ni ?r? Afirika nikan, mpox j? aisan to n dunkoko m?  agbaye, ewu ti ko m? aala, ko m? ?ya,,” Jean Kaseya, ?ga agba ACDC ?alaye.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"This is not just an African problem; mpox is a global threat without borders or race,' Jean Kaseya, ACDC Director-General, said."""
94,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"?w?, o t?num? pe o ?e pataki pe aj? agbaye b?r? si ni pese  iranl?w? fun aw?n oril?-ede bii DR Congo.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"He stressed the importance of the international community beginning to provide assistance to countries like the DRC."""
95,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"“Kii ?e fun wa ni ile Europe lati dahun nikan nitori a ni kiyesi lori bi yoo se w? aw?n oril?-ede wa,” o s?.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"It shouldn't be just Europe responding — we must be mindful of how it could reach our countries,' he said."""
96,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"“Ohun ti a ni lati gba jum? bayii bi a se le pese alaafia fun aw?n eeyan to n fi ara w?n lel?, ati bi w?n yoo se ni anfani si aj?sara ati it?ju to peye.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,What is needed now is agreement on how to provide support for vulnerable people and ensure access to vaccines and adequate treatment.
97,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"""Ti ikede ilu o fara? lori ilera  gbogbo eniyan ni irins? ti yoo pese iranl?w? fun DR Congo,  iy?n dara pup?..” ?j?gb?n Marks ni otit? ni pe aisan yii ti n tan kaakiri aw?n oril?ede to wa ni tosi bii bii Rwanda, Uganda ati Burundi ati pe eewu si Europe ati Am?rika si j? kekere.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"Professor Marks said public announcements of assistance for DRC are welcome; the outbreak is spreading to neighbours such as Rwanda, Uganda and Burundi and the risk to Europe and America is small."
98,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"O fikun: “?kan ninu aw?n ba wa l?ru ni akoko yii ni pe a ko m? ?ru nnkan yii ati iye aw?n eeyan to n se ti a ko ti m?, nitori naa a ko m? otit? nipa iye eeyan to ti lugbadi aisan yii.” Arun Mpox j? aisan to n waye  nipas? kokoro-aarun monkeypox, ?m? ?gb? kana ni p?lu igbona(small pox).",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"He added one worry is that we don't know how many cases remain undetected. Mpox is caused by the monkeypox virus, a member of the smallpox family."""
99,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Ni ak?k?, ara ?ranko ni w?n ti ma n ko aarun yii si ara eeyan, to si n waye ni aw?n oril?ede Adulaw?p kan Ni aw?n agbegbe w?nyi, ?gb??gb?run aw?n aisan yii lo ti waye, ti ?p? eeyan si n padanu ?mi w?n l?d?dun- paapa aw?n ?m?de ti ?j? ori wa lab? ?dun m?dogun, to si j? pe aw?n ni w?n buru ju.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,Primarily the virus is transmitted from animals to humans in some African countries; in these areas thousands of infections occur and many people die each year — especially children under fifteen.
100,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Aisan yii pin si ?na meji, Ak?k? lo fa aisan to kal? ni gbogbo agbaye ni ?dun 2022, to tan ka oril?ede to le ni ?g?run un Ikeji, eyi lo lagbara ju to n waye ni  aringbungbun Afirika - clade 1b.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,The disease has two main clades: the one that caused the global outbreak in 2022 (which spread widely) is different from the clade circulating in Central Africa (clade 1b).
101,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Eyi lo wa l?yineyi  tuntun ti w?n s?s? ?awari laip? ni DR Congo , to n tan ka l? si Kenya, Rwanda, ati Uganda.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"This newer strain was recently identified in the DRC and is spreading to Kenya, Rwanda and Uganda."""
102,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,Mpox tabi Monkeypoxni eeyan le ko lati ara eeyan mi to ba ni aisan naa.,https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,Mpox (monkeypox) can be transmitted from person to person.
103,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Aw?n ap??r? to ma n mu dani ni iba, orifif?, ki ara m wu, ?yin didun ati egun didun Ni kete ti iba ba ti waye ni ara yoo b?r? si ma su, b?r? lati oju l? si gbogbo ara, paapa at?l?w? ati ab? ?s?.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"Typical symptoms include fever, sore throat, body aches, swollen lymph nodes and painful lesions. Once fever occurs, a rash begins and spreads from the face to the rest of the body, especially the hands and soles."
104,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Ara sisu, eyi ti o le ma ja ni lara j? tabi ko ma dun eeyan ni yoo ma l? lati ipele kan si ipele mi ko to saraj?, eyi to yoo pada b?.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"Skin lesions may or may not be painful; they progress through stages before healing and often leave scars."""
105,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,Aw?n akoran yii ni w?n amkuro fun ara w?n l?yin ?j? m?rinla si m?kanlelogun.,https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"These infections usually resolve on their own after 14 to 21 days."""
106,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Aw?n i??l? aisan ma n se ik?lu si gbogbo ara, paapa oju, ?nu ati ibi nnkan ?m? kunrin tabi obinrin.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"Lesions often affect the whole body, particularly the face, mouth and genital areas."""
107,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Ajo Ilera Agbaye, WHO ti gba ni m?ran pe ti eeyan ba ti ni aarun Mpox, o y? ki o ya ara s?t? ni ile fun iye akoko ti akoran naa yoo fi l?.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"WHO recommends that anyone with Mpox self-isolate at home for the duration of the infection."""
108,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,Ibora ati iw? iboju tun le ?e iranl?w? lati yago fun itankale.,https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,Covering lesions and wearing a face mask can also help prevent spread.
109,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,Ojogbon Marks s? pe bo ti j? pe eeyan le ko aisan naa to ba farakinra p?lu eeyan to ni arun naa am? nini ibalop? p?lu ?lomii  n ko ipa nla lori ?r? eyii.,https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"Professor Marks said although the disease can be transmitted by close contact with an infected person, sexual intercourse is not necessarily the main driver of spread."
110,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,Eyi ti fa itankale ni ?p?l?p? aw?n oril?-ede Afirika ati pe o ti fa aw?n abajade apaniyan fun aw?n ?d?m?kunrin ni South Africa.,https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"This has caused spread across many African countries and has led to fatal outcomes among young men in South Africa."""
111,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Ni O?u K?fa, eniyan meji ku iku Mpox ni South Africa, o kere ju wakati m?rindinlogun l?yin iku ak?k? ti oril?-ede latra aisan naa.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"In June, two people died of Mpox in South Africa, at least sixteen hours after the country's first recorded death."""
112,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"Dokita Adeola Fowotade, onim? nipa aisan to n ti ara kokoro aifojuri jade, ti Ile-iwosan University College, Ibadan ni Nigeria s? pe ?s? meji s?yin, aw?n oril?ede meji, Democratic Republic of Congo ati Nigeria ?e afihan pe w?n ti ?etan lati fun ni iwe-a?? ajesara ti w?n nilo.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,Dr Adeola Fowotade said two weeks earlier the DRC and Nigeria indicated they were ready to authorize vaccines they needed.
113,Èyí làw?n ohun tí o lè ?e láti dènà ààrùn Mpox tó gbode kan báyìí,"O s? pe “Eyi j? igbes? iyin si iranl?w? lati se adinku itankale aisan yii ni aw?n oril?-ede Afirika ati pe Mo nireti pe aw?n oril?-ede yoo  gba ipese naa,” ?ugb?n Dokita Fowotade tun kil? nipa pataki pipese ajesara p?lu ipolongo alaye to nilo.",https://www.bbc.com/yoruba/articles/c74lm2dl82mo,How to protect yourself from the current Mpox outbreak,"She said this is a welcome step to help reduce spread in African countries and hopes countries will accept supplies, while warning of the need for adequate public information alongside vaccine delivery."
114,K??l??rà: Wo fídíò àw?n ohun tó y? kí o m?? nípa bí o ?e lè dáàbò bo ara r?? l??w?? àìsàn tó ? gbil?? ní Nàìjíríà l??w?? yí,"?p? eeyan lo ti padanu ?mi w?n s?w? aarun onigba meji loril?ede Naijiria bayii, ?na si wa lati fopin aarun yii ni agbegbe wa.",https://www.bbc.com/yoruba/articles/c1334jrv411o,Cholera: Watch this video on how to protect yourself from the disease currently spreading in Nigeria,"Many people have lost their lives to the cholera outbreak in Nigeria, but there are ways to stop the disease in our communities."""
115,K??l??rà: Wo fídíò àw?n ohun tó y? kí o m?? nípa bí o ?e lè dáàbò bo ara r?? l??w?? àìsàn tó ? gbil?? ní Nàìjíríà l??w?? yí,Orisirisi nnkan lo le sokunfa aarun onigba meji sugb?n eyi to le ke n ka ju ni ai si im? toto.,https://www.bbc.com/yoruba/articles/c1334jrv411o,Cholera: Watch this video on how to protect yourself from the disease currently spreading in Nigeria,"Many factors can cause cholera, but the biggest is lack of proper sanitation."""
116,K??l??rà: Wo fídíò àw?n ohun tó y? kí o m?? nípa bí o ?e lè dáàbò bo ara r?? l??w?? àìsàn tó ? gbil?? ní Nàìjíríà l??w?? yí,"Aj? to n gbogun ti ajakal? arun loril?ede Naijiria, NCDC ?alaye pe, ko?le?ra to s?e?s?e? be? sile? laipe? yii ti mu e?mi eeyan to le ni ogoji l?.",https://www.bbc.com/yoruba/articles/c1334jrv411o,Cholera: Watch this video on how to protect yourself from the disease currently spreading in Nigeria,"NCDC said the recent cholera outbreak has claimed around forty lives."""
