english_sentence,source_name
"The End of Faith: Religion, Terror, and the Future of Reason",Books to Scrape
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Books to Scrape
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Books to Scrape
The Devil Wears Prada The Devil Wears Prada 1,Books to Scrape
The DemonHaunted World: Science as a Candle in the Dark,Books to Scrape
The Day the Crayons Came Home Crayons,Books to Scrape
The Da Vinci Code Robert Langdon 2,Books to Scrape
The Cuckoo's Calling Cormoran Strike 1,Books to Scrape
The Complete Stories and Poems The Works of Edgar Allan Poe Cameo Edition,Books to Scrape
The Catcher in the Rye,Books to Scrape
The Cat in the Hat Beginner Books B1,Books to Scrape
The Case for Christ Cases for Christianity,Books to Scrape
The Book of Basketball: The NBA According to The Sports Guy,Books to Scrape
The Blind Side: Evolution of a Game,Books to Scrape
The Autobiography of Malcolm X,Books to Scrape
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Books to Scrape
The Art of Fielding,Books to Scrape
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Books to Scrape
Stiff: The Curious Lives of Human Cadavers,Books to Scrape
Spilled Milk: Based on a True Story,Books to Scrape
Something Borrowed Darcy Rachel 1,Books to Scrape
Something Blue Darcy Rachel 2,Books to Scrape
Shopaholic Baby Shopaholic 5,Books to Scrape
Seven Days in the Art World,Books to Scrape
Seven Brief Lessons on Physics,Books to Scrape
Scarlet The Lunar Chronicles 2,Books to Scrape
"Saga, Volume 3 Saga Collected Editions 3",Books to Scrape
Rogue Lawyer Rogue Lawyer 1,Books to Scrape
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Books to Scrape
Red: The True Story of Red Riding Hood,Books to Scrape
Quiet: The Power of Introverts in a World That Can't Stop Talking,Books to Scrape
Prodigy: The Graphic Novel Legend: The Graphic Novel 2,Books to Scrape
Persepolis: The Story of a Childhood Persepolis 12,Books to Scrape
Packing for Mars: The Curious Science of Life in the Void,Books to Scrape
Outliers: The Story of Success,Books to Scrape
Orange Is the New Black,Books to Scrape
One for the Money Stephanie Plum 1,Books to Scrape
Notes from a Small Island Notes From a Small Island 1,Books to Scrape
Night The Night Trilogy 1,Books to Scrape
Neither Here nor There: Travels in Europe,Books to Scrape
Morning Star Red Rising 3,Books to Scrape
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Books to Scrape
Midnight Riot Peter Grant Rivers of London books 1,Books to Scrape
Me Talk Pretty One Day,Books to Scrape
Manuscript Found in Accra,Books to Scrape
"Life, the Universe and Everything Hitchhiker's Guide to the Galaxy 3",Books to Scrape
Life Without a Recipe,Books to Scrape
Letter to a Christian Nation,Books to Scrape
Let's Pretend This Never Happened: A Mostly True Memoir,Books to Scrape
"Lean In: Women, Work, and the Will to Lead",Books to Scrape
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Books to Scrape
Lady Renegades Rebel Belle 3,Books to Scrape
Jurassic Park Jurassic Park 1,Books to Scrape
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Books to Scrape
Is Everyone Hanging Out Without Me? And Other Concerns,Books to Scrape
Inferno Robert Langdon 4,Books to Scrape
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Books to Scrape
If I Run If I Run 1,Books to Scrape
I've Got Your Number,Books to Scrape
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Books to Scrape
Hungry Girl Clean Hungry: Easy AllNatural Recipes for Healthy Eating in the Real World,Books to Scrape
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Books to Scrape
Heir to the Sky,Books to Scrape
Green Eggs and Ham Beginner Books B16,Books to Scrape
"Grayson, Vol 3: Nemesis Grayson 3",Books to Scrape
Golden Heart of Dread 3,Books to Scrape
Girl in the Blue Coat,Books to Scrape
"Fruits Basket, Vol. 3 Fruits Basket 3",Books to Scrape
"Friday Night Lights: A Town, a Team, and a Dream",Books to Scrape
Fire Bound Sea HavenSisters of the Heart 5,Books to Scrape
Fifty Shades Freed Fifty Shades 3,Books to Scrape
Extreme Prey Lucas Davenport 26,Books to Scrape
Eragon The Inheritance Cycle 1,Books to Scrape
Do Androids Dream of Electric Sheep? Blade Runner 1,Books to Scrape
Disrupted: My Misadventure in the StartUp Bubble,Books to Scrape
Dead Wake: The Last Crossing of the Lusitania,Books to Scrape
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Books to Scrape
Crazy Rich Asians Crazy Rich Asians 1,Books to Scrape
Civilization and Its Discontents,Books to Scrape
Cinder The Lunar Chronicles 1,Books to Scrape
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Books to Scrape
Career of Evil Cormoran Strike 3,Books to Scrape
Breaking Dawn Twilight 4,Books to Scrape
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Books to Scrape
Blink: The Power of Thinking Without Thinking,Books to Scrape
Black Flags: The Rise of ISIS,Books to Scrape
"Black Butler, Vol. 1 Black Butler 1",Books to Scrape
Between Shades of Gray,Books to Scrape
Best of My Love Fool's Gold 20,Books to Scrape
Beautiful Creatures Caster Chronicles 1,Books to Scrape
Are We There Yet?,Books to Scrape
Are We Smart Enough to Know How Smart Animals Are?,Books to Scrape
Annie on My Mind,Books to Scrape
And Then There Were None,Books to Scrape
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Books to Scrape
A Visit from the Goon Squad,Books to Scrape
A Storm of Swords A Song of Ice and Fire 3,Books to Scrape
A Heartbreaking Work of Staggering Genius,Books to Scrape
8 Keys to Mental Health Through Exercise,Books to Scrape
"The Suffragettes Little Black Classics, 96",Books to Scrape
The Sense of an Ending,Books to Scrape
"The Sandman, Vol. 2: The Doll's House The Sandman volumes 2",Books to Scrape
The Course of Love,Books to Scrape
Sugar Rush Offensive Line 2,Books to Scrape
"Saga, Volume 2 Saga Collected Editions 2",Books to Scrape
"Run, Spot, Run: The Ethics of Keeping Pets",Books to Scrape
New Moon Twilight 2,Books to Scrape
Kindle Paperwhite User's Guide,Books to Scrape
H is for Hawk,Books to Scrape
Girl Online On Tour Girl Online 2,Books to Scrape
"Fruits Basket, Vol. 2 Fruits Basket 2",Books to Scrape
Diary of a Minecraft Zombie Book 1: A Scare of a Dare An Unofficial Minecraft Book,Books to Scrape
"Y: The Last Man, Vol. 1: Unmanned Y: The Last Man 1",Books to Scrape
While You Were Mine,Books to Scrape
Where Lightning Strikes Bleeding Stars 3,Books to Scrape
"Vampire Knight, Vol. 1 Vampire Knight 1",Books to Scrape
Vampire Girl Vampire Girl 1,Books to Scrape
Twenty Love Poems and a Song of Despair,Books to Scrape
Travels with Charley: In Search of America,Books to Scrape
Three Wishes River of Time: California 1,Books to Scrape
This One Moment Pushing Limits 1,Books to Scrape
"The Wicked The Divine, Vol. 1: The Faust Act The Wicked The Divine",Books to Scrape
The Story of Hong Gildong,Books to Scrape
The Silent Twin Detective Jennifer Knight 3,Books to Scrape
"The Sandman, Vol. 1: Preludes and Nocturnes The Sandman volumes 1",Books to Scrape
The No. 1 Ladies' Detective Agency No. 1 Ladies' Detective Agency 1,Books to Scrape
The Name of the Wind The Kingkiller Chronicle 1,Books to Scrape
The Mirror the Maze The Wrath and the Dawn 1.5,Books to Scrape
The Light of the Fireflies,Books to Scrape
The Last Girl The Dominion Trilogy 1,Books to Scrape
The Hook Up Game On 1,Books to Scrape
The Girl You Lost,Books to Scrape
The Girl In The Ice DCI Erika Foster 1,Books to Scrape
The End of the Jesus Era An Investigation 1,Books to Scrape
The Edge of Reason Bridget Jones 2,Books to Scrape
The Complete Maus Maus 12,Books to Scrape
The Bette Davis Club,Books to Scrape
The Art of Not Breathing,Books to Scrape
Taking Shots Assassins 1,Books to Scrape
"Skip Beat!, Vol. 01 Skip Beat! 1",Books to Scrape
Sister Sable The Mad Queen 1,Books to Scrape
Shatter Me Shatter Me 1,Books to Scrape
Shadow Rites Jane Yellowrock 10,Books to Scrape
Settling the Score The Summer Games 1,Books to Scrape
"Saga, Volume 1 Saga Collected Editions 1",Books to Scrape
"Rat Queens, Vol. 1: Sass Sorcery Rat Queens Collected Editions 15",Books to Scrape
Paradise Lost Paradise 1,Books to Scrape
"Paper Girls, Vol. 1 Paper Girls 15",Books to Scrape
"Ouran High School Host Club, Vol. 1 Ouran High School Host Club 1",Books to Scrape
One Second Seven 7,Books to Scrape
On the Road Duluoz Legend,Books to Scrape
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Books to Scrape
Off Sides Off 1,Books to Scrape
Of Mice and Men,Books to Scrape
My Perfect Mistake Over the Top 1,Books to Scrape
"Ms. Marvel, Vol. 1: No Normal Ms. Marvel 20142015 1",Books to Scrape
Lost Among the Living,Books to Scrape
Lord of the Flies,Books to Scrape
Listen to Me Fusion 1,Books to Scrape
Kitchens of the Great Midwest,Books to Scrape
Icing Aces Hockey 2,Books to Scrape
"Hawkeye, Vol. 1: My Life as a Weapon Hawkeye 1",Books to Scrape
Having the Barbarian's Baby Ice Planet Barbarians 7.5,Books to Scrape
"Giant Days, Vol. 1 Giant Days 14",Books to Scrape
"Fruits Basket, Vol. 1 Fruits Basket 1",Books to Scrape
Forever Rockers The Rocker 12,Books to Scrape
Fighting Fate Fighting 6,Books to Scrape
Deep Under Walker Security 1,Books to Scrape
Choosing Our Religion: The Spiritual Lives of America's Nones,Books to Scrape
Charlie and the Chocolate Factory Charlie Bucket 1,Books to Scrape
Charity's Cross Charles Towne Belles 4,Books to Scrape
Bridget Jones's Diary Bridget Jones 1,Books to Scrape
Bounty Colorado Mountain 7,Books to Scrape
Blood Defense Samantha Brinkman 1,Books to Scrape
"Bleach, Vol. 1: Strawberry and the Soul Reapers Bleach 1",Books to Scrape
Beyond Good and Evil,Books to Scrape
Alice in Wonderland Alice's Adventures in Wonderland 1,Books to Scrape
"Ajin: DemiHuman, Volume 1 Ajin: DemiHuman 1",Books to Scrape
A Spy's Devotion The Regency Spies of London 1,Books to Scrape
1st to Die Women's Murder Club 1,Books to Scrape
"1,000 Places to See Before You Die",Books to Scrape
START OF THE PROJECT GUTENBERG EBOOK 11 IllustrationAlices Adventures in Wonderlandby Lewis CarrollTHE MILLENNIUM FULCRUM EDITION 3,Project Gutenberg - Alice in Wonderland
Down the RabbitHole CHAPTER II,Project Gutenberg - Alice in Wonderland
The Pool of Tears CHAPTER III,Project Gutenberg - Alice in Wonderland
A CaucusRace and a Long Tale CHAPTER IV,Project Gutenberg - Alice in Wonderland
The Rabbit Sends in a Little Bill CHAPTER V,Project Gutenberg - Alice in Wonderland
Advice from a Caterpillar CHAPTER VI,Project Gutenberg - Alice in Wonderland
Pig and Pepper CHAPTER VII,Project Gutenberg - Alice in Wonderland
A Mad TeaParty CHAPTER VIII,Project Gutenberg - Alice in Wonderland
The Queens CroquetGround CHAPTER IX,Project Gutenberg - Alice in Wonderland
The Mock Turtles Story CHAPTER X,Project Gutenberg - Alice in Wonderland
The Lobster Quadrille CHAPTER XI,Project Gutenberg - Alice in Wonderland
Who Stole the Tarts,Project Gutenberg - Alice in Wonderland
"There was nothing so very remarkable in that; nor did Alice think itso very much out of the way to hear the Rabbit say to itself, Ohdear",Project Gutenberg - Alice in Wonderland
I shall be late,Project Gutenberg - Alice in Wonderland
"In another moment down went Alice after it, never once considering howin the world she was to get out again",Project Gutenberg - Alice in Wonderland
"thought Alice to herself, after such a fall as this, I shallthink nothing of tumbling down stairs",Project Gutenberg - Alice in Wonderland
How brave theyll all think meat home,Project Gutenberg - Alice in Wonderland
"Why, I wouldnt say anything about it, even if I fell off thetop of the house",Project Gutenberg - Alice in Wonderland
Which was very likely true,Project Gutenberg - Alice in Wonderland
Would the fall never come to an end,Project Gutenberg - Alice in Wonderland
I wonder howmany miles Ive fallen by this time,Project Gutenberg - Alice in Wonderland
I must begetting somewhere near the centre of the earth,Project Gutenberg - Alice in Wonderland
"Alice had noidea what Latitude was, or Longitude either, but thought they were nicegrand words to say",Project Gutenberg - Alice in Wonderland
Presently she began again,Project Gutenberg - Alice in Wonderland
I wonder if I shall fall right throughthe earth,Project Gutenberg - Alice in Wonderland
How funny itll seem to come out among the people that walkwith their heads downward,Project Gutenberg - Alice in Wonderland
"Please, Maam, is this New Zealand or Australia",Project Gutenberg - Alice in Wonderland
and she tried to curtsey as she spokefancy curtseying as yourefalling through the air,Project Gutenberg - Alice in Wonderland
Do you think you could manage it,Project Gutenberg - Alice in Wonderland
And whatan ignorant little girl shell think me for asking,Project Gutenberg - Alice in Wonderland
"No, itll never doto ask: perhaps I shall see it written up somewhere",Project Gutenberg - Alice in Wonderland
"There was nothing else to do, so Alice soon begantalking again",Project Gutenberg - Alice in Wonderland
"Dinahll miss me very much tonight, I should think",Project Gutenberg - Alice in Wonderland
Dinah was the cat,Project Gutenberg - Alice in Wonderland
I hope theyll remember her saucer of milk atteatime,Project Gutenberg - Alice in Wonderland
I wish you were down here with me,Project Gutenberg - Alice in Wonderland
"There areno mice in the air, Im afraid, but you might catch a bat, and thatsvery like a mouse, you know",Project Gutenberg - Alice in Wonderland
"But do cats eat bats, I wonder",Project Gutenberg - Alice in Wonderland
"And hereAlice began to get rather sleepy, and went on saying to herself, in adreamy sort of way, Do cats eat bats",Project Gutenberg - Alice in Wonderland
Do cats eat bats,Project Gutenberg - Alice in Wonderland
"andsometimes, Do bats eat cats",Project Gutenberg - Alice in Wonderland
"for, you see, as she couldnt answereither question, it didnt much matter which way she put it",Project Gutenberg - Alice in Wonderland
"down she came upon a heap of sticks and dry leaves, andthe fall was over",Project Gutenberg - Alice in Wonderland
"either the locks were too large, or the key was too small,but at any rate it would not open any of them",Project Gutenberg - Alice in Wonderland
"Oh,how I wish I could shut up like a telescope",Project Gutenberg - Alice in Wonderland
"I think I could, if I onlyknew how to begin",Project Gutenberg - Alice in Wonderland
"For, you see, so many outoftheway things hadhappened lately, that Alice had begun to think that very few thingsindeed were really impossible",Project Gutenberg - Alice in Wonderland
"It was all very well to say Drink me, but the wise little Alice wasnot going to do that in a hurry",Project Gutenberg - Alice in Wonderland
What a curious feeling,Project Gutenberg - Alice in Wonderland
said Alice; I must be shutting up like atelescope,Project Gutenberg - Alice in Wonderland
Iwonder what I should be like then,Project Gutenberg - Alice in Wonderland
"And she tried to fancy what theflame of a candle is like after the candle is blown out, for she couldnot remember ever having seen such a thing",Project Gutenberg - Alice in Wonderland
"After a while, finding that nothing more happened, she decided on goinginto the garden at once; but, alas for poor Alice",Project Gutenberg - Alice in Wonderland
"Come, theres no use in crying like that",Project Gutenberg - Alice in Wonderland
"said Alice to herself,rather sharply; I advise you to leave off this minute",Project Gutenberg - Alice in Wonderland
"But its no use now, thought poor Alice, to pretend to be twopeople",Project Gutenberg - Alice in Wonderland
"Why, theres hardly enough of me left to make one respectableperson",Project Gutenberg - Alice in Wonderland
"She ate a little bit, and said anxiously to herself, Which way",Project Gutenberg - Alice in Wonderland
"So she set to work, and very soon finished off the cake",Project Gutenberg - Alice in Wonderland
The Pool of TearsCuriouser and curiouser,Project Gutenberg - Alice in Wonderland
"cried Alice she was so much surprised, thatfor the moment she quite forgot how to speak good English; now Imopening out like the largest telescope that ever was",Project Gutenberg - Alice in Wonderland
"for when she looked down at her feet, they seemed to be almost out ofsight, they were getting so far off",Project Gutenberg - Alice in Wonderland
"Oh, my poor little feet, Iwonder who will put on your shoes and stockings for you now, dears",Project Gutenberg - Alice in Wonderland
Imsure I shant be able,Project Gutenberg - Alice in Wonderland
Let me see: Ill give them a new pair of boots everyChristmas,Project Gutenberg - Alice in Wonderland
And she went on planning to herself how she would manage it,Project Gutenberg - Alice in Wonderland
"They mustgo by the carrier, she thought; and how funny itll seem, sendingpresents to ones own feet",Project Gutenberg - Alice in Wonderland
And how odd the directions will look,Project Gutenberg - Alice in Wonderland
"Alices Right Foot, Esq",Project Gutenberg - Alice in Wonderland
", Hearthrug, near the Fender, with Alices love",Project Gutenberg - Alice in Wonderland
"Oh dear, what nonsense Im talking",Project Gutenberg - Alice in Wonderland
"You ought to be ashamed of yourself, said Alice, a great girl likeyou, she might well say this, to go on crying in this way",Project Gutenberg - Alice in Wonderland
"Stopthis moment, I tell you",Project Gutenberg - Alice in Wonderland
"But she went on all the same, sheddinggallons of tears, until there was a large pool all round her, aboutfour inches deep and reaching half down the hall",Project Gutenberg - Alice in Wonderland
"After a time she heard a little pattering of feet in the distance, andshe hastily dried her eyes to see what was coming",Project Gutenberg - Alice in Wonderland
wont she be savage if Ive kept her waiting,Project Gutenberg - Alice in Wonderland
"Alice took up the fan and gloves, and, as the hall was very hot, shekept fanning herself all the time she went on talking: Dear, dear",Project Gutenberg - Alice in Wonderland
Howqueer everything is today,Project Gutenberg - Alice in Wonderland
And yesterday things went on just as usual,Project Gutenberg - Alice in Wonderland
I wonder if Ive been changed in the night,Project Gutenberg - Alice in Wonderland
Let me think: was I thesame when I got up this morning,Project Gutenberg - Alice in Wonderland
I almost think I can remember feelinga little different,Project Gutenberg - Alice in Wonderland
"But if Im not the same, the next question is, Whoin the world am I",Project Gutenberg - Alice in Wonderland
"Ah, thats the great puzzle",Project Gutenberg - Alice in Wonderland
"And she beganthinking over all the children she knew that were of the same age asherself, to see if she could have been changed for any of them",Project Gutenberg - Alice in Wonderland
she knows such avery little,Project Gutenberg - Alice in Wonderland
"Besides, shes she, and Im I, andoh dear, howpuzzling it all is",Project Gutenberg - Alice in Wonderland
Ill try if I know all the things I used to know,Project Gutenberg - Alice in Wonderland
"Let me see: four times five is twelve, and four times six is thirteen,and four times seven isoh dear",Project Gutenberg - Alice in Wonderland
I shall never get to twenty at thatrate,Project Gutenberg - Alice in Wonderland
"However, the Multiplication Table doesnt signify: lets tryGeography",Project Gutenberg - Alice in Wonderland
"London is the capital of Paris, and Paris is the capital ofRome, and Romeno, thats all wrong, Im certain",Project Gutenberg - Alice in Wonderland
I must have beenchanged for Mabel,Project Gutenberg - Alice in Wonderland
"How cheerfully he seems to grin, How neatly spread his claws,And welcome little fishes in With gently smiling jaws",Project Gutenberg - Alice in Wonderland
ever so many lessons to learn,Project Gutenberg - Alice in Wonderland
"No, Ivemade up my mind about it; if Im Mabel, Ill stay down here",Project Gutenberg - Alice in Wonderland
"Itll beno use their putting their heads down and saying Come up again, dear",Project Gutenberg - Alice in Wonderland
I shall only look up and say Who am I then,Project Gutenberg - Alice in Wonderland
"Tell me that first, andthen, if I like being that person, Ill come up: if not, Ill stay downhere till Im somebody elsebut, oh dear",Project Gutenberg - Alice in Wonderland
"cried Alice, with a suddenburst of tears, I do wish they would put their heads down",Project Gutenberg - Alice in Wonderland
I am sovery tired of being all alone here,Project Gutenberg - Alice in Wonderland
"As she said this she looked down at her hands, and was surprised to seethat she had put on one of the Rabbits little white kid gloves whileshe was talking",Project Gutenberg - Alice in Wonderland
How can I have done that,Project Gutenberg - Alice in Wonderland
I must begrowing small again,Project Gutenberg - Alice in Wonderland
That was a narrow escape,Project Gutenberg - Alice in Wonderland
"said Alice, a good deal frightened at thesudden change, but very glad to find herself still in existence; andnow for the garden",Project Gutenberg - Alice in Wonderland
"and she ran with all speed back to the littledoor: but, alas",Project Gutenberg - Alice in Wonderland
"And I declare its too bad, that it is",Project Gutenberg - Alice in Wonderland
"As she said these words her foot slipped, and in another moment,splash",Project Gutenberg - Alice in Wonderland
she was up to her chin in salt water,Project Gutenberg - Alice in Wonderland
"Her first idea was thatshe had somehow fallen into the sea, and in that case I can go back byrailway, she said to herself",Project Gutenberg - Alice in Wonderland
"However, shesoon made out that she was in the pool of tears which she had wept whenshe was nine feet high",Project Gutenberg - Alice in Wonderland
I wish I hadnt cried so much,Project Gutenberg - Alice in Wonderland
"said Alice, as she swam about, tryingto find her way out",Project Gutenberg - Alice in Wonderland
"I shall be punished for it now, I suppose, bybeing drowned in my own tears",Project Gutenberg - Alice in Wonderland
"That will be a queer thing, to besure",Project Gutenberg - Alice in Wonderland
"However, everything is queer today",Project Gutenberg - Alice in Wonderland
"Would it be of any use, now, thought Alice, to speak to this mouse",Project Gutenberg - Alice in Wonderland
"Everything is so outoftheway down here, that I should think verylikely it can talk: at any rate, theres no harm in trying",Project Gutenberg - Alice in Wonderland
"So shebegan: O Mouse, do you know the way out of this pool",Project Gutenberg - Alice in Wonderland
"I am very tiredof swimming about here, O Mouse",Project Gutenberg - Alice in Wonderland
"The Mouse looked at her ratherinquisitively, and seemed to her to wink with one of its little eyes,but it said nothing",Project Gutenberg - Alice in Wonderland
"Perhaps it doesnt understand English, thought Alice; I daresay itsa French mouse, come over with William the Conqueror",Project Gutenberg - Alice in Wonderland
"For, with allher knowledge of history, Alice had no very clear notion how long agoanything had happened",Project Gutenberg - Alice in Wonderland
So she began again: O est ma chatte,Project Gutenberg - Alice in Wonderland
whichwas the first sentence in her French lessonbook,Project Gutenberg - Alice in Wonderland
"The Mouse gave asudden leap out of the water, and seemed to quiver all over withfright",Project Gutenberg - Alice in Wonderland
"Oh, I beg your pardon",Project Gutenberg - Alice in Wonderland
"cried Alice hastily, afraid that shehad hurt the poor animals feelings",Project Gutenberg - Alice in Wonderland
I quite forgot you didnt likecats,Project Gutenberg - Alice in Wonderland
"cried the Mouse, in a shrill, passionate voice",Project Gutenberg - Alice in Wonderland
Wouldyou like cats if you were me,Project Gutenberg - Alice in Wonderland
"Well, perhaps not, said Alice in a soothing tone: dont be angryabout it",Project Gutenberg - Alice in Wonderland
And yet I wish I could show you our cat Dinah: I think youdtake a fancy to cats if you could only see her,Project Gutenberg - Alice in Wonderland
"cried Alice again, for this time the Mouse was bristling allover, and she felt certain it must be really offended",Project Gutenberg - Alice in Wonderland
We wont talkabout her any more if youd rather not,Project Gutenberg - Alice in Wonderland
"cried the Mouse, who was trembling down to the end of histail",Project Gutenberg - Alice in Wonderland
As if I would talk on such a subject,Project Gutenberg - Alice in Wonderland
"Our family alwayshated cats: nasty, low, vulgar things",Project Gutenberg - Alice in Wonderland
Dont let me hear the nameagain,Project Gutenberg - Alice in Wonderland
"said Alice, in a great hurry to change the subject ofconversation",Project Gutenberg - Alice in Wonderland
Are youare you fondofof dogs,Project Gutenberg - Alice in Wonderland
"The Mouse did notanswer, so Alice went on eagerly: There is such a nice little dog nearour house I should like to show you",Project Gutenberg - Alice in Wonderland
"A little brighteyed terrier, youknow, with oh, such long curly brown hair",Project Gutenberg - Alice in Wonderland
He saysit kills all the rats andoh dear,Project Gutenberg - Alice in Wonderland
"cried Alice in a sorrowful tone,Im afraid Ive offended it again",Project Gutenberg - Alice in Wonderland
"For the Mouse was swimming awayfrom her as hard as it could go, and making quite a commotion in thepool as it went",Project Gutenberg - Alice in Wonderland
"So she called softly after it, Mouse dear",Project Gutenberg - Alice in Wonderland
"Do come back again, and wewont talk about cats or dogs either, if you dont like them",Project Gutenberg - Alice in Wonderland
"Aliceled the way, and the whole party swam to the shore",Project Gutenberg - Alice in Wonderland
"At last the Mouse, who seemed to be a person of authority among them,called out, Sit down, all of you, and listen to me",Project Gutenberg - Alice in Wonderland
Ill soon makeyou dry enough,Project Gutenberg - Alice in Wonderland
"They all sat down at once, in a large ring, with theMouse in the middle",Project Gutenberg - Alice in Wonderland
"Alice kept her eyes anxiously fixed on it, for shefelt sure she would catch a bad cold if she did not get dry very soon",Project Gutenberg - Alice in Wonderland
"said the Mouse with an important air, are you all ready",Project Gutenberg - Alice in Wonderland
Thisis the driest thing I know,Project Gutenberg - Alice in Wonderland
"Silence all round, if you please",Project Gutenberg - Alice in Wonderland
"Williamthe Conqueror, whose cause was favoured by the pope, was soon submittedto by the English, who wanted leaders, and had been of late muchaccustomed to usurpation and conquest",Project Gutenberg - Alice in Wonderland
"Edwin and Morcar, the earls ofMercia and NorthumbriaUgh",Project Gutenberg - Alice in Wonderland
"said the Lory, with a shiver",Project Gutenberg - Alice in Wonderland
I beg your pardon,Project Gutenberg - Alice in Wonderland
"said the Mouse, frowning, but very politely: Didyou speak",Project Gutenberg - Alice in Wonderland
said the Lory hastily,Project Gutenberg - Alice in Wonderland
"I thought you did, said the Mouse",Project Gutenberg - Alice in Wonderland
"Edwin and Morcar,the earls of Mercia and Northumbria, declared for him: and evenStigand, the patriotic archbishop of Canterbury, found it advisableFound what",Project Gutenberg - Alice in Wonderland
"Found it, the Mouse replied rather crossly: of course you knowwhat it means",Project Gutenberg - Alice in Wonderland
"I know what it means well enough, when I find a thing, said theDuck: its generally a frog or a worm",Project Gutenberg - Alice in Wonderland
"The question is, what did thearchbishop find",Project Gutenberg - Alice in Wonderland
"The Mouse did not notice this question, but hurriedly went on, foundit advisable to go with Edgar Atheling to meet William and offer himthe crown",Project Gutenberg - Alice in Wonderland
Williams conduct at first was moderate,Project Gutenberg - Alice in Wonderland
"But the insolenceof his Normans How are you getting on now, my dear",Project Gutenberg - Alice in Wonderland
"it continued,turning to Alice as it spoke",Project Gutenberg - Alice in Wonderland
"As wet as ever, said Alice in a melancholy tone: it doesnt seem todry me at all",Project Gutenberg - Alice in Wonderland
"In that case, said the Dodo solemnly, rising to its feet, I movethat the meeting adjourn, for the immediate adoption of more energeticremediesSpeak English",Project Gutenberg - Alice in Wonderland
"I dont know the meaning of halfthose long words, and, whats more, I dont believe you do either",Project Gutenberg - Alice in Wonderland
Andthe Eaglet bent down its head to hide a smile: some of the other birdstittered audibly,Project Gutenberg - Alice in Wonderland
"What I was going to say, said the Dodo in an offended tone, was,that the best thing to get us dry would be a Caucusrace",Project Gutenberg - Alice in Wonderland
What is a Caucusrace,Project Gutenberg - Alice in Wonderland
"said Alice; not that she wanted much toknow, but the Dodo had paused as if it thought that somebody ought tospeak, and no one else seemed inclined to say anything",Project Gutenberg - Alice in Wonderland
"Why, said the Dodo, the best way to explain it is to do it",Project Gutenberg - Alice in Wonderland
"And,as you might like to try the thing yourself, some winter day, I willtell you how the Dodo managed it",Project Gutenberg - Alice in Wonderland
"First it marked out a racecourse, in a sort of circle, the exactshape doesnt matter, it said, and then all the party were placedalong the course, here and there",Project Gutenberg - Alice in Wonderland
"However,when they had been running half an hour or so, and were quite dryagain, the Dodo suddenly called out The race is over",Project Gutenberg - Alice in Wonderland
"and they allcrowded round it, panting, and asking, But who has won",Project Gutenberg - Alice in Wonderland
"At last the Dodosaid, Everybody has won, and all must have prizes",Project Gutenberg - Alice in Wonderland
But who is to give the prizes,Project Gutenberg - Alice in Wonderland
quite a chorus of voices asked,Project Gutenberg - Alice in Wonderland
"Why, she, of course, said the Dodo, pointing to Alice with onefinger; and the whole party at once crowded round her, calling out in aconfused way, Prizes",Project Gutenberg - Alice in Wonderland
"There was exactlyone apiece, all round",Project Gutenberg - Alice in Wonderland
"But she must have a prize herself, you know, said the Mouse",Project Gutenberg - Alice in Wonderland
"Of course, the Dodo replied very gravely",Project Gutenberg - Alice in Wonderland
What else have you got inyour pocket,Project Gutenberg - Alice in Wonderland
"he went on, turning to Alice",Project Gutenberg - Alice in Wonderland
"Only a thimble, said Alice sadly",Project Gutenberg - Alice in Wonderland
"Hand it over here, said the Dodo",Project Gutenberg - Alice in Wonderland
"However, it was over at last, and they sat down again in a ring, andbegged the Mouse to tell them something more",Project Gutenberg - Alice in Wonderland
"You promised to tell me your history, you know, said Alice, and whyit is you hateC and D, she added in a whisper, half afraid that itwould be offended again",Project Gutenberg - Alice in Wonderland
Mine is a long and a sad tale,Project Gutenberg - Alice in Wonderland
"said the Mouse, turning to Alice, andsighing",Project Gutenberg - Alice in Wonderland
"It is a long tail, certainly, said Alice, looking down with wonderat the Mouses tail; but why do you call it sad",Project Gutenberg - Alice in Wonderland
"Come, Ill take no denial; We must have a trial: For really this morning Ive nothing to do",Project Gutenberg - Alice in Wonderland
